id_unidad,clues,clave_presupuestal,nombre_corto,camas_censables_adultos_cirugia,camas_censables_adultos_medicina_interna,camas_censables_adultos_gineco_obstetricia,camas_censables_adultos_total,camas_censables_pediatria_camas,camas_censables_pediatria_cunas,camas_censables_pediatria_incubadoras,camas_censables_pediatria_total,camas_censables_total,camas_transito_urgencias_adultos,camas_transito_urgencias_pediatria,camas_transito_trabajo_de_parto,camas_transito_cuidados_intensivos,camas_transito_recuperacion,camas_transito_cunas,camas_transito_otras,camas_transito_total
U_ISSSTE_147,CHIST000450,008-207-05,CAF San Francisco del Oro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_148,CHIST000462,008-207-06,CAF Santa Bárbara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_149,CHIST000194,008-207-07,CAF Valle de Allende,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_150,CHIST000491,008-207-08,CAF Valle de Zaragoza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_151,CHIST000136,008-207-09,UMF Villa Matamoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_152,CHIST000100,008-207-13,UMF Cd. Jiménez,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,6
U_ISSSTE_153,CHIST000025,008-210-00,CH Cd. Cuauhtémoc,2,5,2,9,1,0,0,1,10,3,0,2,0,2,1,2,10
U_ISSSTE_154,CHIST000474,008-210-01,CAF Bahuichivo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_155,CHIST000404,008-210-03,CAF El Terrero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_156,CHIST000305,008-210-04,CAF Chínipas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_157,CHIST000240,008-210-06,CAF San Juanito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_158,CHIST000392,008-210-09,CAF Matachí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_159,CHIST000071,008-210-10,UMF Adolfo López Mateos (La Junta),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_160,CHIST000083,008-210-11,UMF Cd. Guerrero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_161,CHIST000124,008-210-13,UMF Madera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_162,CHIST000346,008-210-16,CAF Tomochi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_163,PENDIENTE,008-210-17,CAF Gómez Farias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_164,CHIST000416,008-210-18,CAF Óscar Soto Maynez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_165,CHIST000276,008-210-19,CAF Carichí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_166,CHIST000235,008-210-20,CAF Creel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_167,CHIST000380,008-210-21,CAF El Largo Maderal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_168,CHIST000486,008-210-23,CAF San Rafael Urique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_169,CHIST000520,008-210-25,CAF Témoris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_170,CHIST000363,008-211-00,CMF Cd. Juárez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_171,CHIST000211,008-211-01,CAF Ascensión,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_172,CHIST000445,008-211-03,CAF Praxedis G. Guerrero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_173,CHIST000206,008-211-04,CAF Gral. Rodrigo M. Quevedo (Palomas),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_174,CHIST000141,008-211-05,UMF Nuevo Casas Grandes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
U_ISSSTE_175,CHIST000170,008-211-06,CAF Villa Ahumada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_176,CHIST000264,008-211-07,CAF Ricardo Flores Magón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_177,CHIST000252,008-211-08,CAF Valle de San Buenaventura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_178,CHIST000351,008-211-09,CAF Ignacio Zaragoza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_179,CHIST000054,008-213-00,CMF Cd. Delicias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_180,CHIST000165,008-213-02,UMF Saucillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_181,CHIST000013,008-213-03,UMF Cd. Camargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_182,CHIST000293,008-217-00,CMF Chihuahua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_183,DGIST000042,010-204-00,"HG Dr. Santiago Ramon y Cajal, Dgo.",38,40,15,93,12,0,0,12,105,17,7,5,6,8,18,25,86
U_ISSSTE_184,DGIST000346,010-205-00,CMF Cd. Lerdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_185,DGIST000054,010-206-00,CH Gómez Palacio,17,25,10,52,15,0,0,15,67,11,3,0,9,8,7,7,45
U_ISSSTE_186,DGIST000025,010-206-01,UMF Cuencamé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_187,DGIST000136,010-206-03,UMF Rodeo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_188,DGIST000100,010-206-05,UMF Las Nieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_189,DGIST000071,010-206-06,UMF Mapimí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_190,DGIST000083,010-206-07,UMF Paso Nacional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_191,DGIST000380,010-206-08,CAF Peñón Blanco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_192,DGIST000416,010-206-09,CAF San Juan de Guadalupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_193,DGIST000112,010-206-10,UMF Santa María del Oro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_194,DGIST000170,010-206-11,UMF Tlahualilo de Zaragoza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_195,DGIST000363,010-206-12,CAF Cd. Juárez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_196,DGIST000404,010-206-13,CAF Santa Clara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_197,DGIST000351,010-206-14,CAF Bermejillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_198,DGIST000433,010-206-15,CAF General Simón Bolívar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_199,DGIST000450,010-206-16,CAF San Bernardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_200,DGIST000030,010-207-00,CMF Durango,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_201,DGIST000013,010-207-01,UMF Canatlán de las Manzanas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_202,DGIST000206,010-207-02,CAF Canelas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_203,DGIST000124,010-207-03,UMF El Salto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_204,DGIST000223,010-207-04,CAF Francisco I. Madero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_205,DGIST000066,010-207-05,UMF Guadalupe Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_206,DGIST000235,010-207-06,CAF Guanaceví,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_207,DGIST000445,010-207-07,UMF José Guadalupe Aguilera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_208,DGIST000095,010-207-08,UMF Nombre de Dios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_209,DGIST000194,010-207-09,UMF Nuevo Ideal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_210,DGIST000141,010-207-10,UMF San Juan del Río,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_211,DGIST000281,010-207-11,CAF San Lucas de Ocampo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_212,DGIST000153,010-207-12,UMF Santiago Papasquíaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_213,DGIST000293,010-207-13,CAF Súchil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_214,DGIST000305,010-207-14,CAF Tamazula de Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_215,DGIST000310,010-207-15,CAF Tayoltita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_216,DGIST000165,010-207-16,UMF Tepehuanes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_217,DGIST000322,010-207-17,CAF Topia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_218,DGIST000182,010-207-18,UMF Vicente Guerrero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_219,DGIST000334,010-207-19,UMF Villa Unión,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_220,DGIST000240,010-207-26,CAF Los Remedios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_221,DGIST000252,010-207-29,CAF El Mezquital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_222,GTIST000086,011-204-00,CH Irapuato,15,24,9,48,4,0,0,4,52,8,2,3,0,4,0,4,21
U_ISSSTE_223,GTIST000016,011-204-01,UMF Abasolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_224,GTIST000260,011-204-02,CAF Cuerámaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_225,GTIST000103,011-204-03,UMF Moroleón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_226,GTIST000115,011-204-04,UMF Pénjamo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_227,GTIST000185,011-204-05,UMF Uriangato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_228,GTIST000190,011-204-06,UMF Valle de Santiago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_229,GTIST000202,011-204-07,UMF Yuriria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_230,GTIST000243,011-204-08,UMF Cd. Manuel Doblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_231,GTIST000313,011-204-09,CAF Romita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_232,GTIST000144,011-204-10,UMF San Francisco del Rincón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_233,GTIST000325,011-205-00,CMF Salamanca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
U_ISSSTE_234,GTIST000074,011-206-00,"CH Guanajuato, Gto.",14,20,12,46,8,0,0,8,54,6,1,4,1,4,0,0,16
U_ISSSTE_235,GTIST000062,011-206-01,UMF Dolores Hidalgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_236,GTIST000330,011-206-02,CAF San Diego de la Unión,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_237,GTIST000161,011-206-03,UMF San Luís de La Paz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_238,GTIST000156,011-206-04,UMF San José Iturbide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_239,GTIST000383,011-206-05,CAF Tierra Blanca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_240,GTIST000395,011-206-06,UMF Villa Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_241,GTIST000272,011-206-07,CAF Dr. Mora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_242,GTIST000412,011-206-08,CAF Xichú,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_243,GTIST000301,011-206-09,CAF Ocampo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_244,GTIST000132,011-206-10,UMF San Felipe Torres Mochas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
U_ISSSTE_245,GTIST000173,011-206-11,UMF Silao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_246,GTIST000045,011-207-00,CH Celaya,14,22,6,42,3,0,0,3,45,18,0,2,0,5,0,0,25
U_ISSSTE_247,GTIST000021,011-207-01,UMF Acámbaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_248,GTIST000214,011-207-02,UMF Apaseo el Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_249,GTIST000226,011-207-03,UMF Apaseo el Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_250,GTIST000255,011-207-04,UMF Comonfort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_251,GTIST000050,011-207-05,UMF Cortázar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_252,GTIST000284,011-207-06,CAF Jaral del Progreso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_253,GTIST000296,011-207-07,CAF Jerécuaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_254,GTIST000342,011-207-08,UMF Juventino Rosas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_255,GTIST000231,011-207-09,CAF Roque,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_256,GTIST000120,011-207-10,UMF Salvatierra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_257,GTIST000033,011-207-11,UMF San Miguel de Allende,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_258,GTIST000354,011-207-12,CAF Santiago Maravatío,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_259,GTIST000366,011-207-13,CAF Tarandacuao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_260,GTIST000371,011-207-14,CAF Tarimoro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_261,GTIST000400,011-207-15,UMF Villagrán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_262,GTIST000423,011-209-00,CMFEQ León,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_263,GRIST000112,012-205-00,CH Chilpancingo de los Bravo,13,13,19,45,2,4,5,11,56,10,7,4,2,4,0,6,33
U_ISSSTE_264,GRIST000100,012-205-01,UMF Chilapa de Álvarez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_265,GRIST000450,012-205-02,UMF Mochitlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_266,GRIST000124,012-205-03,UMF El Ocotito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_267,GRIST000182,012-205-04,UMF Olinalá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_268,GRIST000170,012-205-05,UMF Tierra Colorada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_269,GRIST000281,012-205-06,UMF Tixtla de Guerrero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_270,GRIST000136,012-205-09,UMF Huamuxtitlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_271,GRIST000433,012-205-10,CAF Malinaltepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_272,GRIST000503,012-205-13,CAF Iliatenco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_273,GRIST000153,012-206-00,CH Iguala de la Independencia,19,19,12,50,6,0,1,7,57,6,4,4,0,10,3,14,41
U_ISSSTE_274,GRIST000030,012-206-01,UMF Ajuchitlán del Progreso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_275,GRIST000363,012-206-03,UMF Apaxtla de Castrejón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_276,GRIST000042,012-206-04,UMF Arcelia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_277,GRIST000380,012-206-05,CAF Buenavista de Cuéllar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_278,GRIST000095,012-206-06,UMF Coyuca de Catalán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_279,GRIST000404,012-206-07,CAF Cutzamala de Pinzón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_280,GRIST000141,012-206-08,UMF Huitzuco de los Figueroa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_281,GRIST000276,012-206-09,UMF Teloloapan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_282,GRIST000305,012-206-10,UMF Tlapehuala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_283,GRIST000491,012-206-12,CAF Zirándaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_284,GRIST000252,012-206-13,UMF Taxco de Alarcón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_285,GRIST000194,012-207-00,CMFEQ Ometepec,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
U_ISSSTE_286,GRIST000013,012-208-00,CMF Acapulco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_287,GRIST000310,012-208-01,UMF Lic. Adolfo López Mateos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_288,GRIST000054,012-208-02,UMF Atoyac de Álvarez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_289,GRIST000322,012-208-03,CAF Cd. Renacimiento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_290,GRIST000066,012-208-04,UMF Ayutla de los Libres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_291,GRIST000083,012-208-05,UMF Coyuca de Benítez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_292,GRIST000416,012-208-06,CAF Cruz Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_293,GRIST000392,012-208-07,UMF Cuajinicuilapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_294,GRIST000240,012-208-10,UMF Las Vigas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_295,GRIST000071,012-208-11,UMF Marquelia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_296,GRIST000206,012-208-12,UMF Petatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_297,GRIST000375,012-208-13,CAF San Jerónimo de Juárez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_298,GRIST000223,012-208-14,UMF San Luis Acatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_299,GRIST000235,012-208-15,UMF San Marcos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_300,GRIST000474,012-208-16,UMF Tecoanapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_301,GRIST000351,012-208-18,CAF Xaltianguis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_302,GRIST000165,012-208-19,UMF Zihuatanejo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_303,GRIST000334,012-208-20,CAF UHF. Acapulco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_304,GRIST000346,012-208-21,CAF UHF. Vicente Guerrero 200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_305,GRIST000211,012-209-00,CMFEQ Cd. Altamirano,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,7
U_ISSSTE_306,GRIST000264,012-210-00,CMFEQ Técpan de Galeana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9
U_ISSSTE_307,GRIST000293,012-212-00,CMFEQ Tlapa de Comonfort,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,7
U_ISSSTE_308,HGIST000106,013-204-00,"HG Dra. Columba Rivera Osorio, Pachuca",26,36,10,72,4,5,1,10,82,38,5,8,12,9,0,40,112
U_ISSSTE_309,HGIST000065,013-205-00,CH Ixmiquilpan,4,4,2,10,1,0,0,1,11,3,0,2,0,3,0,4,12
U_ISSSTE_310,HGIST000053,013-205-03,UMF Huichapan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_311,HGIST000205,013-205-04,UMF Jacala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_312,HGIST000234,013-205-06,CAF Nopala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_313,HGIST000275,013-205-08,UMF Tasquillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_314,HGIST000280,013-205-09,UMF Tecozautla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_315,HGIST000362,013-205-10,CAF Zimapán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_316,HGIST000140,013-206-00,CMF Tulancingo,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4
U_ISSSTE_317,HGIST000292,013-206-02,CAF Tenango de Doria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_318,HGIST000041,013-207-00,CH Huejutla de Reyes,8,9,6,23,3,0,0,3,26,4,1,2,0,8,1,25,41
U_ISSSTE_319,HGIST000193,013-207-01,CAF Huautla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_320,HGIST000246,013-207-02,CAF San Felipe Orizatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_321,HGIST000321,013-207-03,UMF Tlanchinol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_322,HGIST000176,013-207-05,CAF Calnali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_323,HGIST000094,013-207-06,UMF Molango,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
U_ISSSTE_324,HGIST000345,013-207-09,CAF Xochicoatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_325,HGIST000181,013-207-12,CAF Chapulhuacán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_326,HGIST000082,013-208-00,CMF Mixquiahuala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
U_ISSSTE_327,HGIST000036,013-208-01,UMF Tepatepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_328,HGIST000111,013-208-02,UMF Tepeji del Río,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_329,HGIST000316,013-208-03,UMF Tezontepec de Aldama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_330,HGIST000333,013-208-04,UMF Tlaxcoapan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_331,HGIST000135,013-208-05,UMF Tula de Allende,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_332,HGIST000386,013-210-00,CMFE Pachuca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_333,HGIST000012,013-210-01,UMF Actopan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_334,HGIST000024,013-210-02,UMF Apan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_335,HGIST000164,013-210-03,CAF Atotonilco el Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_336,HGIST000070,013-210-04,UMF Metztitlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_337,HGIST000210,013-210-05,UMF Mineral del Monte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_338,HGIST000304,013-210-06,UMF Tepeapulco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_339,HGIST000123,013-210-07,UMF Tizayuca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_340,HGIST000152,013-210-08,UMF Zacualtipán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_341,HGIST000350,013-210-09,CAF Zapotlán de Juárez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_ISSSTE_342,HGIST000251,013-210-10,CMCT Servicio Geológico Mexicano (Los Arcos),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
