id_unidad,clues,clave_presupuestal,nombre_corto,personal_medico_general_familiar,personal_medico_gineco_obstetra,personal_medico_pediatra,personal_medico_odontologo,personal_medico_cirujano,personal_medico_internista,personal_medico_anestesiologo,personal_medico_geriatra,personal_medico_oncologos,personal_medico_traumatologia_y_ortopedia,personal_medico_otras_especialidades,personal_medico_otras_labores,personal_medico_etapa_aprendizaje_residentes,personal_medico_etapa_aprendizaje_internos,personal_medico_etapa_aprendizaje_pasantes,personal_medico_total,personal_enfermeria_general,personal_enfermeria_especialista,personal_enfermeria_auxiliar,personal_enfermeria_pasante,personal_enfermeria_total,personal_paramedico_laboratorista,personal_paramedico_rayos_x,personal_paramedico_quimicos,personal_paramedico_trabajo_social,personal_paramedico_otros,personal_paramedico_total,personal_administrativo,personal_servicios_generales,personal_total
U_ISSSTE_138,CHIST000310,008-204-01,CAF Dr. Belisario Domínguez,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_139,CHIST000182,008-204-04,CAF Villa Aldama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2
U_ISSSTE_140,CHIST000153,008-204-08,UMF Ojinaga,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,1,0,5,0,6,0,0,0,0,0,0,13,0,26
U_ISSSTE_141,CHIST000112,008-205-00,HG Cd. Juárez,17,8,6,0,12,8,10,0,0,9,21,15,0,0,0,106,80,20,51,0,151,7,10,7,0,16,40,53,32,382
U_ISSSTE_142,CHIST000515,008-206-00,CH Cd. Delicias,14,4,6,0,5,4,5,0,0,4,7,7,0,0,0,56,56,21,6,0,83,5,6,4,0,1,16,49,24,228
U_ISSSTE_143,CHIST000095,008-207-00,CH Hidalgo del Parral,17,2,2,3,5,4,6,0,0,2,3,7,0,0,0,51,63,9,22,0,94,8,8,2,0,3,21,47,23,236
U_ISSSTE_144,CHIST000223,008-207-01,CAF Balleza,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_145,CHIST000334,008-207-03,CAF Guadalupe y Calvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
U_ISSSTE_146,CHIST000066,008-207-04,UMF Guachochi,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,7,0,9,0,0,0,0,0,0,3,1,19
U_ISSSTE_147,CHIST000450,008-207-05,CAF San Francisco del Oro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_148,CHIST000462,008-207-06,CAF Santa Bárbara,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_149,CHIST000194,008-207-07,CAF Valle de Allende,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_150,CHIST000491,008-207-08,CAF Valle de Zaragoza,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_151,CHIST000136,008-207-09,UMF Villa Matamoros,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_152,CHIST000100,008-207-13,UMF Cd. Jiménez,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,14,0,22
U_ISSSTE_153,CHIST000025,008-210-00,CH Cd. Cuauhtémoc,22,5,4,4,4,3,4,1,0,2,3,4,0,0,0,56,30,5,23,0,58,7,4,2,2,9,24,44,9,191
U_ISSSTE_154,CHIST000474,008-210-01,CAF Bahuichivo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_155,CHIST000404,008-210-03,CAF El Terrero,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_156,CHIST000305,008-210-04,CAF Chínipas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_157,CHIST000240,008-210-06,CAF San Juanito,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_158,CHIST000392,008-210-09,CAF Matachí,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_159,CHIST000071,008-210-10,UMF Adolfo López Mateos (La Junta),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_160,CHIST000083,008-210-11,UMF Cd. Guerrero,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,2,0,6
U_ISSSTE_161,CHIST000124,008-210-13,UMF Madera,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,3,3,10
U_ISSSTE_162,CHIST000346,008-210-16,CAF Tomochi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
U_ISSSTE_163,PENDIENTE,008-210-17,CAF Gómez Farias,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_164,CHIST000416,008-210-18,CAF Óscar Soto Maynez,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_165,CHIST000276,008-210-19,CAF Carichí,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_166,CHIST000235,008-210-20,CAF Creel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_167,CHIST000380,008-210-21,CAF El Largo Maderal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_168,CHIST000486,008-210-23,CAF San Rafael Urique,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_169,CHIST000520,008-210-25,CAF Témoris,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_170,CHIST000363,008-211-00,CMF Cd. Juárez,24,0,0,1,0,0,0,0,0,0,1,2,0,0,0,28,3,0,13,0,16,1,1,2,1,5,10,21,1,76
U_ISSSTE_171,CHIST000211,008-211-01,CAF Ascensión,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_172,CHIST000445,008-211-03,CAF Praxedis G. Guerrero,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_173,CHIST000206,008-211-04,CAF Gral. Rodrigo M. Quevedo (Palomas),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_174,CHIST000141,008-211-05,UMF Nuevo Casas Grandes,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,10,0,0,0,0,0,0,13,0,29
U_ISSSTE_175,CHIST000170,008-211-06,CAF Villa Ahumada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_176,CHIST000264,008-211-07,CAF Ricardo Flores Magón,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_177,CHIST000252,008-211-08,CAF Valle de San Buenaventura,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_178,CHIST000351,008-211-09,CAF Ignacio Zaragoza,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_179,CHIST000054,008-213-00,CMF Cd. Delicias,8,0,0,1,0,0,0,0,0,0,0,2,0,0,0,11,2,0,7,0,9,0,0,0,0,6,6,17,0,43
U_ISSSTE_180,CHIST000165,008-213-02,UMF Saucillo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,3
U_ISSSTE_181,CHIST000013,008-213-03,UMF Cd. Camargo,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,6,0,0,0,0,0,0,13,0,26
U_ISSSTE_182,CHIST000293,008-217-00,CMF Chihuahua,31,0,0,4,0,0,0,0,0,0,1,2,0,0,0,38,11,4,9,0,24,0,1,1,1,15,18,41,2,123
U_ISSSTE_183,DGIST000042,010-204-00,"HG Dr. Santiago Ramon y Cajal, Dgo.",33,13,20,3,21,16,20,1,2,12,53,34,1,0,0,229,139,99,116,4,358,16,16,9,4,45,90,133,74,884
U_ISSSTE_184,DGIST000346,010-205-00,CMF Cd. Lerdo,28,0,0,1,0,0,0,0,0,0,1,1,0,0,0,31,11,2,9,0,22,3,2,2,0,11,18,19,2,92
U_ISSSTE_185,DGIST000054,010-206-00,CH Gómez Palacio,35,8,9,3,10,9,8,0,0,4,20,11,11,10,0,138,54,69,21,4,148,14,8,5,0,34,61,66,38,451
U_ISSSTE_186,DGIST000025,010-206-01,UMF Cuencamé,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3
U_ISSSTE_187,DGIST000136,010-206-03,UMF Rodeo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,6
U_ISSSTE_188,DGIST000100,010-206-05,UMF Las Nieves,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,4,0,0,0,0,0,0,0,0,6
U_ISSSTE_189,DGIST000071,010-206-06,UMF Mapimí,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_190,DGIST000083,010-206-07,UMF Paso Nacional,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3
U_ISSSTE_191,DGIST000380,010-206-08,CAF Peñón Blanco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_192,DGIST000416,010-206-09,CAF San Juan de Guadalupe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_193,DGIST000112,010-206-10,UMF Santa María del Oro,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,4
U_ISSSTE_194,DGIST000170,010-206-11,UMF Tlahualilo de Zaragoza,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,4
U_ISSSTE_195,DGIST000363,010-206-12,CAF Cd. Juárez,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_196,DGIST000404,010-206-13,CAF Santa Clara,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_197,DGIST000351,010-206-14,CAF Bermejillo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_198,DGIST000433,010-206-15,CAF General Simón Bolívar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_199,DGIST000450,010-206-16,CAF San Bernardo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_200,DGIST000030,010-207-00,CMF Durango,33,0,0,4,0,0,0,0,0,0,2,3,0,1,0,43,9,0,12,0,21,4,3,0,0,7,14,25,2,105
U_ISSSTE_201,DGIST000013,010-207-01,UMF Canatlán de las Manzanas,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,5
U_ISSSTE_202,DGIST000206,010-207-02,CAF Canelas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_203,DGIST000124,010-207-03,UMF El Salto,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,1,0,5
U_ISSSTE_204,DGIST000223,010-207-04,CAF Francisco I. Madero,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_205,DGIST000066,010-207-05,UMF Guadalupe Victoria,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3
U_ISSSTE_206,DGIST000235,010-207-06,CAF Guanaceví,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_207,DGIST000445,010-207-07,UMF José Guadalupe Aguilera,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3
U_ISSSTE_208,DGIST000095,010-207-08,UMF Nombre de Dios,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,5
U_ISSSTE_209,DGIST000194,010-207-09,UMF Nuevo Ideal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,4
U_ISSSTE_210,DGIST000141,010-207-10,UMF San Juan del Río,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
U_ISSSTE_211,DGIST000281,010-207-11,CAF San Lucas de Ocampo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_212,DGIST000153,010-207-12,UMF Santiago Papasquíaro,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,0,0,12,1,22
U_ISSSTE_213,DGIST000293,010-207-13,CAF Súchil,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_214,DGIST000305,010-207-14,CAF Tamazula de Victoria,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_215,DGIST000310,010-207-15,CAF Tayoltita,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_216,DGIST000165,010-207-16,UMF Tepehuanes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
U_ISSSTE_217,DGIST000322,010-207-17,CAF Topia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_218,DGIST000182,010-207-18,UMF Vicente Guerrero,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3
U_ISSSTE_219,DGIST000334,010-207-19,UMF Villa Unión,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_220,DGIST000240,010-207-26,CAF Los Remedios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_221,DGIST000252,010-207-29,CAF El Mezquital,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_222,GTIST000086,011-204-00,CH Irapuato,39,6,7,5,8,7,8,0,0,4,12,15,0,0,0,111,62,26,38,0,126,7,6,1,1,17,32,49,33,351
U_ISSSTE_223,GTIST000016,011-204-01,UMF Abasolo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3
U_ISSSTE_224,GTIST000260,011-204-02,CAF Cuerámaro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_225,GTIST000103,011-204-03,UMF Moroleón,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3
U_ISSSTE_226,GTIST000115,011-204-04,UMF Pénjamo,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,1,0,4,0,5,0,0,0,0,0,0,5,0,17
U_ISSSTE_227,GTIST000185,011-204-05,UMF Uriangato,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
U_ISSSTE_228,GTIST000190,011-204-06,UMF Valle de Santiago,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,0,5,0,11
U_ISSSTE_229,GTIST000202,011-204-07,UMF Yuriria,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,1,0,5
U_ISSSTE_230,GTIST000243,011-204-08,UMF Cd. Manuel Doblado,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_231,GTIST000313,011-204-09,CAF Romita,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_232,GTIST000144,011-204-10,UMF San Francisco del Rincón,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3
U_ISSSTE_233,GTIST000325,011-205-00,CMF Salamanca,21,1,1,2,0,0,0,0,0,0,0,2,0,0,0,27,6,1,13,0,20,3,2,1,0,14,20,21,9,97
U_ISSSTE_234,GTIST000074,011-206-00,"CH Guanajuato, Gto.",21,6,4,3,8,4,9,0,0,3,9,11,0,0,0,78,50,22,25,0,97,6,2,4,0,13,25,71,65,336
U_ISSSTE_235,GTIST000062,011-206-01,UMF Dolores Hidalgo,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,3,0,9
U_ISSSTE_236,GTIST000330,011-206-02,CAF San Diego de la Unión,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_237,GTIST000161,011-206-03,UMF San Luís de La Paz,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,1,0,5
U_ISSSTE_238,GTIST000156,011-206-04,UMF San José Iturbide,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,6
U_ISSSTE_239,GTIST000383,011-206-05,CAF Tierra Blanca,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_240,GTIST000395,011-206-06,UMF Villa Victoria,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_241,GTIST000272,011-206-07,CAF Dr. Mora,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
U_ISSSTE_242,GTIST000412,011-206-08,CAF Xichú,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2
U_ISSSTE_243,GTIST000301,011-206-09,CAF Ocampo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_244,GTIST000132,011-206-10,UMF San Felipe Torres Mochas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,0,7
U_ISSSTE_245,GTIST000173,011-206-11,UMF Silao,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,0,0,0,0,0,0,4,0,13
U_ISSSTE_246,GTIST000045,011-207-00,CH Celaya,25,10,6,3,6,7,8,0,0,4,11,13,0,0,0,93,60,48,36,0,144,4,6,3,0,23,36,66,35,374
U_ISSSTE_247,GTIST000021,011-207-01,UMF Acámbaro,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,2,0,7
U_ISSSTE_248,GTIST000214,011-207-02,UMF Apaseo el Alto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
U_ISSSTE_249,GTIST000226,011-207-03,UMF Apaseo el Grande,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,5
U_ISSSTE_250,GTIST000255,011-207-04,UMF Comonfort,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_251,GTIST000050,011-207-05,UMF Cortázar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,6
U_ISSSTE_252,GTIST000284,011-207-06,CAF Jaral del Progreso,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_253,GTIST000296,011-207-07,CAF Jerécuaro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_254,GTIST000342,011-207-08,UMF Juventino Rosas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3
U_ISSSTE_255,GTIST000231,011-207-09,CAF Roque,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_256,GTIST000120,011-207-10,UMF Salvatierra,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,0,0,0,0,8
U_ISSSTE_257,GTIST000033,011-207-11,UMF San Miguel de Allende,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,1,0,3,0,4,0,0,0,0,0,0,2,0,14
U_ISSSTE_258,GTIST000354,011-207-12,CAF Santiago Maravatío,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_259,GTIST000366,011-207-13,CAF Tarandacuao,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_260,GTIST000371,011-207-14,CAF Tarimoro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_261,GTIST000400,011-207-15,UMF Villagrán,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3
U_ISSSTE_262,GTIST000423,011-209-00,CMFEQ León,16,2,2,0,1,2,5,0,0,0,2,1,0,0,0,31,10,6,13,0,29,0,0,0,1,11,12,25,3,100
U_ISSSTE_263,GRIST000112,012-205-00,CH Chilpancingo de los Bravo,36,12,8,2,9,8,7,1,0,4,7,13,2,7,0,116,88,79,40,0,207,14,8,11,8,17,58,108,46,535
U_ISSSTE_264,GRIST000100,012-205-01,UMF Chilapa de Álvarez,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,3,0,0,0,0,0,0,3,0,10
U_ISSSTE_265,GRIST000450,012-205-02,UMF Mochitlán,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,4
U_ISSSTE_266,GRIST000124,012-205-03,UMF El Ocotito,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
U_ISSSTE_267,GRIST000182,012-205-04,UMF Olinalá,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3
U_ISSSTE_268,GRIST000170,012-205-05,UMF Tierra Colorada,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3
U_ISSSTE_269,GRIST000281,012-205-06,UMF Tixtla de Guerrero,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,2,0,0,0,0,1,1,5,0,12
U_ISSSTE_270,GRIST000136,012-205-09,UMF Huamuxtitlán,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3
U_ISSSTE_271,GRIST000433,012-205-10,CAF Malinaltepec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3
U_ISSSTE_272,GRIST000503,012-205-13,CAF Iliatenco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
U_ISSSTE_273,GRIST000153,012-206-00,CH Iguala de la Independencia,26,5,5,4,8,5,8,0,0,4,3,8,0,0,0,76,62,45,77,0,184,14,7,3,1,26,51,99,41,451
U_ISSSTE_274,GRIST000030,012-206-01,UMF Ajuchitlán del Progreso,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2
U_ISSSTE_275,GRIST000363,012-206-03,UMF Apaxtla de Castrejón,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
U_ISSSTE_276,GRIST000042,012-206-04,UMF Arcelia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,5,0,8
U_ISSSTE_277,GRIST000380,012-206-05,CAF Buenavista de Cuéllar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2
U_ISSSTE_278,GRIST000095,012-206-06,UMF Coyuca de Catalán,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3
