id_unidad,clues,clave_presupuestal,nombre_corto,servicio_medicina_general,servicio_gineco_obstetria,servicio_pediatria,servicio_geriatria,servicio_oncologia,servicio_traumatologia_ortopedia,servicio_odontologia,servicio_urgencias,servicio_hemodialisis,servicio_hemodinamia,servicio_quimioterapia,servicio_banco_sangre,servicio_rayos_x,servicio_quirofano,servicio_farmacia
U_ISSSTE_660,OCIST000235,020-211-00,CMFEQ Tlaxiaco,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí
U_ISSSTE_661,OCIST000310,020-211-01,CAF Chalcatongo de Hidalgo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_662,PLIST000014,021-205-00,CMF Acatlán de Osorio,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_663,PLIST000026,021-206-00,CMF Atlixco,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_664,PLIST000253,021-206-01,CAF Estación Atencingo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_665,PLIST000241,021-206-02,UMF Chiautla de Tapia,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_666,PLIST000096,021-206-03,UMF Izúcar de Matamoros,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_667,PLIST000072,021-207-00,CH Huauchinango,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_668,PLIST000311,021-207-01,CAF Pahuatlán del Valle,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_669,PLIST000195,021-207-02,UMF Xicotepec de Juárez,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_670,PLIST000055,021-207-03,UMF Chignahuapan,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_671,PLIST000393,021-207-04,CAF Tetela de Ocampo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_672,PLIST000200,021-207-05,UMF Zacatlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_673,PLIST000154,021-208-00,CH Tehuacán,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_674,PLIST000043,021-208-01,UMF Cd. Serdán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_675,PLIST000060,021-208-02,UMF Esperanza,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_676,PLIST000270,021-208-05,CAF Guadalupe Victoria,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_677,PLIST000125,021-209-00,CMF San Martín Texmelucan,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_678,PLIST000282,021-209-01,CAF Huejotzingo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_679,PLIST000171,021-210-00,CH Teziutlán,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_680,PLIST000031,021-210-01,UMF Cuetzalan del Progreso,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_681,PLIST000183,021-210-04,UMF Tlatlauquitepec,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_682,PLIST000422,021-210-06,CAF Zacapoaxtla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_683,PLIST000460,021-210-07,UMF Zaragoza,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_684,PLIST000480,021-210-11,CAF Huehuetla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_685,PLIST000212,021-214-00,CMFEQ Puebla,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_686,PLIST000381,021-214-04,CAF Villa Rafael Lara Grajales,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_687,PLIST000306,021-214-05,CAF Libres,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_688,PLIST000084,021-214-06,UMF San Juan Ixcaquixtla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_689,PLIST000142,021-214-07,UMF Tecamachalco,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_690,PLIST000166,021-214-08,UMF Tepeaca,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_691,PLIST000224,021-214-11,CAF Acatzingo de Hidalgo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_692,PLIST000130,021-214-12,UMF Cholula,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_693,PLIST000113,021-214-13,UMF Col. Magisterial Federal México 68,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_694,PLIST000323,021-214-14,CAF UH. FOVISSSTE San Roque,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_695,PLIST000335,021-214-15,CMCT SNTE (Puebla),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_696,PLIST000340,021-214-16,CAF Col. Reforma Sur,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_697,PLIST000352,021-214-17,CAF UH FOVISSSTE Villa Verde,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_698,PLIST000364,021-214-27,CMCT SAT Puebla Sur,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_699,PLIST000376,021-214-28,CMCT Secretaría de Educación del Estado de Puebla-SEP,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_700,PLIST000451,021-214-29,CMCT TFJA (San Andrés Cholula),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_701,QTIST000051,022-205-00,CMF Querétaro,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_702,QTIST000010,022-205-03,UMF Amealco,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_703,QTIST000022,022-205-05,UMF Cadereyta de Montes,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_704,QTIST000121,022-205-06,CAF Villa Colón,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_705,QTIST000133,022-205-07,CAF Ezequiel Montes,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_706,QTIST000034,022-205-08,UMF Jalpan de Serra,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_707,QTIST000150,022-205-13,UMF Tequisquiapan,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_708,QTIST000092,022-205-14,UMF Tolimán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_709,QTIST000145,022-205-16,CAF Pedro Escobedo,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_710,QTIST000063,022-205-18,UMF Col. Satélite,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_711,QTIST000075,022-205-19,UMF Azteca III,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_712,QTIST000046,022-206-00,HG Querétaro,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_713,PENDIENTE,022-207-00,CMFEQ San Juan del Río,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_714,QRIST000043,023-204-00,CH Chetumal,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_715,QRIST000026,023-204-01,UMF Felipe Carrillo Puerto,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_716,QRIST000060,023-204-02,UMF José Ma. Morelos,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_717,QRIST000096,023-204-03,CAF Bacalar,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_718,QRIST000055,023-205-00,CH Cd. Cancún,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_719,QRIST000072,023-205-01,UMF Kantunilkín,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_720,QRIST000031,023-205-02,UMF Isla Mujeres,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_721,PENDIENTE,023-205-05,UMF Playa del Carmen,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_722,QRIST000014,023-206-00,CMFEQ Cozumel,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_723,QRIST000084,023-207-00,CE Clidda Chetumal,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_724,SPIST000113,024-204-00,"HG San Luis Potosí, S.L.P.",No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí
U_ISSSTE_725,SPIST000055,024-205-00,CH Ciudad Valles,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí
U_ISSSTE_726,SPIST000072,024-205-02,UMF Ébano,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_727,SPIST000282,024-205-03,CAF Tamasopo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_728,SPIST000154,024-205-04,UMF Tanquián de Escobedo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_729,SPIST000183,024-205-05,UMF Xilitla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_730,SPIST000043,024-205-10,UMF Tancanhuitz de Santos,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_731,SPIST000294,024-205-11,CAF San Vicente,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_732,SPIST000311,024-205-14,CAF El Naranjo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_733,SPIST000212,024-206-00,"CMFEQ Dr. Pedro Bárcena Hiriart, S.L.P.",Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí
U_ISSSTE_734,SPIST000130,024-206-01,UMF Col. Burócratas,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_735,SPIST000026,024-206-03,UMF Cerritos,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_736,SPIST000060,024-206-04,UMF Cd. Charcas,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_737,SPIST000101,024-206-05,UMF Salinas de Hidalgo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_738,SPIST000166,024-206-07,UMF Villa Hidalgo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_739,SPIST000270,024-206-09,UMF Soledad de Graciano Sánchez,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_740,SPIST000224,024-206-12,CMCT Casa de Moneda,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_741,SPIST000265,024-206-14,CAF Santa María del Río,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_742,SPIST000236,024-206-15,CMCT SNTE  (San Luís Potosí),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_743,SPIST000241,024-206-16,CMCT Secretaría de Educación del Estado de San Luis Potosí-SEP,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_744,SPIST000084,024-207-00,CH Matehuala,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí
U_ISSSTE_745,SPIST000142,024-208-00,CH Tamazunchale,Sí,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_746,SPIST000171,024-208-01,UMF Axtla de Terrazas,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_747,SPIST000253,024-208-02,CAF San Martín Chalchicuautla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_748,SPIST000306,024-208-03,CAF Matlapa,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_749,SPIST000096,024-209-00,CH Ríoverde,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí
U_ISSSTE_750,SPIST000014,024-209-01,UMF Cárdenas,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_751,SPIST000031,024-209-02,UMF Cd. del Maíz,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_752,SPIST000200,024-209-03,CAF San Ciro de Acosta,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_753,SLIST000196,025-204-00,CH Mazatlán,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí
U_ISSSTE_754,SLIST000056,025-204-01,UMF Concordia,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_755,SLIST000225,025-204-03,UMF El Rosario,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_756,SLIST000131,025-204-04,UMF Escuinapa,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No
U_ISSSTE_757,SLIST000242,025-204-05,UMF San Ignacio,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_758,SLIST000201,025-204-07,UMF La Esperanza,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_759,SLIST000015,025-205-00,CH Los Mochis,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí
U_ISSSTE_760,SLIST000020,025-205-01,UMF Ahome,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_761,SLIST000172,025-205-03,UMF Estación Bamoa,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_762,SLIST000114,025-205-04,UMF Choix,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_763,SLIST000283,025-205-05,CAF El Carrizo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_764,SLIST000143,025-205-06,UMF El Fuerte,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_765,SLIST000370,025-205-07,CAF Estación Naranjo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_766,SLIST000295,025-205-09,CAF Higuera de Zaragoza,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_767,SLIST000184,025-205-10,UMF Gral. Juan José Ríos,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_768,SLIST000353,025-205-11,CAF Adolfo Ruíz Cortines,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_769,SLIST000155,025-205-12,UMF San Blas,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_770,SLIST000254,025-205-13,UMF Sinaloa de Leyva,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_771,SLIST000266,025-205-14,UMF Ocoroni,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_772,SLIST000073,025-206-00,CMF Culiacán,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_773,SLIST000032,025-206-01,UMF Angostura,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_774,SLIST000044,025-206-02,UMF Badiraguato,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_775,SLIST000061,025-206-03,UMF Cosalá,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_776,SLIST000102,025-206-04,UMF El Dorado,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_777,SLIST000230,025-206-05,UMF Guamúchil,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No
U_ISSSTE_778,SLIST000126,025-206-06,UMF Estación la Cruz,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_779,SLIST000213,025-206-07,UMF Mocorito,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_780,SLIST000271,025-206-08,UMF Navolato,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_781,SLIST000365,025-206-09,UMF Pericos,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_782,SLIST000336,025-206-10,UMF Quilá,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_783,SLIST000312,025-206-12,CAF UH. FOVISSSTE CATRA (Casa del Trabajador),Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_784,SLIST000300,025-206-13,CAF Gato de Lara,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_785,SLIST000324,025-206-14,UMF Costa Rica,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_786,SLIST000090,025-206-15,UMF Col. STASE,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_787,PENDIENTE,025-208-00,CMFEQ Guasave,Sí,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_788,SRIST000133,026-204-00,"HG Dr. Fernando Ocaranza, Hermosillo",No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_789,SRIST000046,026-205-00,CH Cd. Obregón,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_790,SRIST000051,026-205-01,UMF Estación Esperanza,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_791,SRIST000116,026-205-02,UMF Estación Vicam,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_792,SRIST000080,026-205-03,UMF Villa Juárez,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_793,SRIST000261,026-205-04,CAF UH. FOVISSSTE No. 2 Cd. Obregón,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_794,SRIST000401,026-205-06,CAF Rosario Tesopaco,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_795,SRIST000162,026-206-00,CH Navojoa,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_796,SRIST000022,026-206-01,UMF Álamos,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_797,SRIST000092,026-206-02,UMF Bacobampo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_798,SRIST000145,026-206-03,UMF Huatabampo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_799,SRIST000302,026-206-04,UMF Etchojoa,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_800,SRIST000104,026-208-00,CH Guaymas,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_801,SRIST000075,026-208-01,UMF Empalme,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_802,SRIST000203,026-211-00,CH San Luís Río Colorado,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_803,SRIST000186,026-211-01,UMF Puerto Peñasco,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_804,SRIST000232,026-211-02,UMF Sonoyta,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_805,SRIST000121,026-212-00,CMF Hermosillo,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_806,SRIST000256,026-212-01,CAF Aconchi (Baviácora),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_807,SRIST000285,026-212-02,CAF Carbó,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_808,SRIST000290,026-212-03,CAF Cumpas,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_809,SRIST000150,026-212-04,UMF Moctezuma,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_810,SRIST000220,026-212-05,UMF Ures,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_811,SRIST000191,026-212-06,UMF Sahuaripa,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_812,SRIST000326,026-212-07,CAF Poblado Miguel Alemán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_813,SRIST000331,026-212-08,CAF UH. FOVISSSTE No. 1 Hermosillo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
