id_unidad,clues,clave_presupuestal,situacion_juridica_inmueble,estatus_operativo,nombre_oficial,nombre_corto,nombre_unidad,tipo_unidad,sigla_tipo,nivel_atencion,atiende_nivel_adicional,institucion,entidad,municipio,subdelegacion,tipo_vialidad,nombre_vialidad,numero_exterior,numero_interior,tipo_asentamiento,nombre_asentamiento,codigo_postal,direccion_completa,latitud,longitud,coordenadas_validadas,fuente_coordenada,Observaciones
U_ISSSTE_109,CSIST000181,007-206-04,Propia,En Operación,Unidad de Medicina Familiar Salto de Agua,UMF Salto de Agua,Salto de Agua,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Salto de Agua,Chiapas,Calle,Vicente Guerrero,38,,Colonia,Centro,29900,"Calle Vicente Guerrero 38, Colonia Centro, Salto de Agua, Chiapas, CP. 29900",17.554357411792296,-92.33975895498537,Validada,Anuario Estadístico 2025,
U_ISSSTE_110,CSIST000350,007-206-05,Subrogada,En Operación,Consultorio de Atención Familiar Altamirano,CAF Altamirano,Altamirano,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Altamirano,Chiapas,Avenida,20 de Noviembre,S/N,,Barrio,Camino Altamirano,31190,"Avenida 20 de Noviembre S/N, Barrio Camino Altamirano, Altamirano, Chiapas, CP. 31190",16.72859258471505,-92.04070291705591,Validada,Anuario Estadístico 2025,
U_ISSSTE_111,CSIST000065,007-207-00,Propia,En Operación,Clínica Hospital Comitán de Domínguez,CH Comitán de Domínguez,Comitán de Domínguez,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Chiapas,Comitán de Domínguez,Chiapas,Calle,de Abasolo,S/N,,Colonia,Cumpata,30099,"Calle de Abasolo S/N, Colonia Cumpata, Comitán de Domínguez, Chiapas, CP. 30099",16.230999382179025,-92.13654656635872,Validada,Anuario Estadístico 2025,
U_ISSSTE_112,CSIST000094,007-207-01,Propia,En Operación,Unidad de Medicina Familiar Frontera Comalapa,UMF Frontera Comalapa,Frontera Comalapa,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Frontera Comalapa,Chiapas,Avenida,Tercera Poniente Norte,238,,Colonia,Centro,30140,"Avenida Tercera Poniente Norte 238, Colonia Centro, Frontera Comalapa, Chiapas, CP. 30140",15.662408488709145,-92.14239661263925,Validada,Anuario Estadístico 2025,
U_ISSSTE_113,CSIST000391,007-207-02,Propia,En Operación,Unidad de Medicina Familiar Las Margaritas,UMF Las Margaritas,Las Margaritas,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Las Margaritas,Chiapas,Calle,Quinta Sur Poniente,19,,Colonia,Centro,30187,"Calle Quinta Sur Poniente 19, Colonia Centro, Las Margaritas, Chiapas, CP. 30187",16.311622934340242,-91.98100809048029,Validada,Anuario Estadístico 2025,
U_ISSSTE_114,CSIST000246,007-208-00,Propia,En Operación,Clínica de Medicina Familiar Tuxtla Gutiérrez,CMF Tuxtla Gutiérrez,Tuxtla Gutiérrez,Clínica de Medicina Familiar,CMF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Tuxtla Gutiérrez,Chiapas,Calle,Periférico Sur Poniente,1515-B,,Colonia,Penipak,29060,"Calle Periférico Sur Poniente 1515-B, Colonia Penipak, Tuxtla Gutiérrez, Chiapas, CP. 29060",16.749755128440697,-93.1303822845907,Validada,Anuario Estadístico 2025,
U_ISSSTE_115,CSIST000024,007-208-01,En Proceso de Regularización,En Operación,Unidad de Medicina Familiar Arriaga,UMF Arriaga,Arriaga,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Arriaga,Chiapas,Avenida,Veinticuatro Oriente,S/N,,Colonia,Buenos Aires II,30453,"Avenida Veinticuatro Oriente S/N, Colonia Buenos Aires II, Arriaga, Chiapas, CP. 30453",16.24111368287259,-93.88784992428263,Validada,Anuario Estadístico 2025,
U_ISSSTE_116,CSIST000036,007-208-02,Propia,En Operación,Unidad de Medicina Familiar Bochil,UMF Bochil,Bochil,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Bochil,Chiapas,Calle,Tercera Oriente Norte,59,,Colonia,Orizaba,29770,"Calle Tercera Oriente Norte 59, Colonia Orizaba, Bochil, Chiapas, CP. 29770",16.99575438398584,-92.88700038610907,Validada,Anuario Estadístico 2025,
U_ISSSTE_117,CSIST000053,007-208-03,Propia,En Operación,Unidad de Medicina Familiar Cintalapa de Figueroa,UMF Cintalapa de Figueroa,Cintalapa de Figueroa,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Cintalapa de Figueroa,Chiapas,Avenida,Tercera Sur Poniente,737,,Colonia,Santa Cecilia,30400,"Avenida Tercera Sur Poniente 737, Colonia Santa Cecilia, Cintalapa de Figueroa, Chiapas, CP. 30400",16.694612320440193,-93.71470063133499,Validada,Anuario Estadístico 2025,
U_ISSSTE_118,CSIST000070,007-208-05,Propia,En Operación,Unidad de Medicina Familiar Copainalá,UMF Copainalá,Copainalá,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Copainalá,Chiapas,Calle,Tecpatan,S/N,,Colonia,Santa Ana,29620,"Calle Tecpatan S/N, Colonia Santa Ana, Copainalá, Chiapas, CP. 29620",17.094509311166295,-93.21361217903248,Validada,Anuario Estadístico 2025,
U_ISSSTE_119,CSIST000082,007-208-06,Propia,En Operación,Unidad de Medicina Familiar Chiapa de Corzo,UMF Chiapa de Corzo,Chiapa de Corzo,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Chiapa de Corzo,Chiapas,Calle,12 de Agosto,2,,Barrio,Santa Elena,29160,"Calle 12 de Agosto 2, Barrio Santa Elena, Chiapa de Corzo, Chiapas, CP. 29160",16.700462496258968,-93.0095220890064,Validada,Anuario Estadístico 2025,
U_ISSSTE_120,CSIST000111,007-208-08,Propia,En Operación,Unidad de Medicina Familiar Jiquipilas,UMF Jiquipilas,Jiquipilas,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Jiquipilas,Chiapas,Avenida,Central Oriente,92,,Barrio,San Sebastián,30430,"Avenida Central Oriente 92, Barrio San Sebastián, Jiquipilas, Chiapas, CP. 30430",16.661685033004822,-93.64257162573732,Validada,Anuario Estadístico 2025,
U_ISSSTE_121,CSIST000152,007-208-09,Propia,En Operación,Unidad de Medicina Familiar Ocozocoautla de Espinosa,UMF Ocozocoautla de Espinosa,Ocozocoautla de Espinosa,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Ocozocoautla de Espinosa,Chiapas,Avenida,Séptima Norte Poniente,S/N,,Colonia,Cruz Blanca,29140,"Avenida Séptima Norte Poniente S/N, Colonia Cruz Blanca, Ocozocoautla de Espinosa, Chiapas, CP. 29140",16.767009722295782,-93.37995477297649,Validada,Anuario Estadístico 2025,
U_ISSSTE_122,CSIST000176,007-208-11,Propia,En Operación,Unidad de Medicina Familiar Pichucalco,UMF Pichucalco,Pichucalco,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Pichucalco,Chiapas,Calle,Ponciano Rojas,25,,Colonia,Centro,29520,"Calle Ponciano Rojas 25, Colonia Centro, Pichucalco, Chiapas, CP. 29520",17.51381714966564,-93.11860011179391,Validada,Anuario Estadístico 2025,
U_ISSSTE_123,CSIST000222,007-208-16,Propia,En Operación,Unidad de Medicina Familiar Tapilula,UMF Tapilula,Tapilula,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Tapilula,Chiapas,Calle,Segunda Sur Oriente,S/N,,Colonia,Centro,29730,"Calle Segunda Sur Oriente S/N, Colonia Centro, Tapilula, Chiapas, CP. 29730",17.24718299206812,-93.01594549283801,Validada,Anuario Estadístico 2025,
U_ISSSTE_124,CSIST000234,007-208-17,Propia,En Operación,Unidad de Medicina Familiar Tonalá,UMF Tonalá,Tonalá,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Tonalá,Chiapas,Calle,Francisco I. Madero,S/N,,Colonia,Las Vegas,30500,"Calle Francisco I. Madero S/N, Colonia Las Vegas, Tonalá, Chiapas, CP. 30500",16.08140072259703,-93.76611136649939,Validada,Anuario Estadístico 2025,
U_ISSSTE_125,CSIST000304,007-208-18,Subrogada,En Operación,Consultorio de Atención Familiar Venustiano Carranza,CAF Venustiano Carranza,Venustiano Carranza,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Venustiano Carranza,Chiapas,Avenida,Primera Norte Oriente,65,,Colonia,Centro,30202,"Avenida Primera Norte Oriente 65, Colonia Centro, Venustiano Carranza, Chiapas, CP. 30202",16.33817390362307,-92.56007124274386,Solicitar Validación,Anuario Estadístico 2025,"Las coordenadas envían a una farmacia, pero no existe forma de confirmar la presencia de una caf"
U_ISSSTE_126,CSIST000263,007-208-20,Propia,En Operación,Unidad de Medicina Familiar Villa Flores,UMF Villa Flores,Villa Flores,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Villaflores,Chiapas,Calle,Central,188,,Colonia,Santa Catarina,30476,"Calle Central 188, Colonia Santa Catarina, Villaflores, Chiapas, CP. 30476",16.24244031147463,-93.27221484276109,Validada,Anuario Estadístico 2025,
U_ISSSTE_127,CSIST000432,007-208-22,Convenio,En Operación,Consultorio Médico en Centro de Trabajo Palacio Federal (Tuxtla Gutiérrez),CMCT Palacio Federal (Tuxtla Gutiérrez),Palacio Federal (Tuxtla Gutiérrez),Consultorio Médico en Centro de Trabajo,CMCT,Primer Nivel,No Aplica,ISSSTE,Chiapas,Tuxtla Gutiérrez,Chiapas,Calle,Segunda Oriente Norte,227 (3er Piso),,Colonia,Centro,29000,"Calle Segunda Oriente Norte 227 (3er Piso), Colonia Centro, Tuxtla Gutiérrez, Chiapas, CP. 29000",16.754418434037042,-93.11458840092082,Validada,Anuario Estadístico 2025,
U_ISSSTE_128,CSIST000444,007-208-23,Convenio,En Operación,Consultorio Médico en Centro de Trabajo SAGARPA,CMCT SAGARPA,SAGARPA,Consultorio Médico en Centro de Trabajo,CMCT,Primer Nivel,No Aplica,ISSSTE,Chiapas,Tuxtla Gutiérrez,Chiapas,Carretera,a Chiacoasen,Km. 0.35,,Fraccionamiento,Los Laguitos INFONAVIT,29023,"Carretera a Chiacoasen Km. 0.35, Fraccionamiento Los Laguitos INFONAVIT, Tuxtla Gutiérrez, Chiapas, CP. 29023",16.762027044233857,-93.14820311212752,Validada,Anuario Estadístico 2025,
U_ISSSTE_129,CSIST000456,007-208-24,Convenio,En Operación,Consultorio Médico en Centro de Trabajo Bienestar,CMCT Bienestar,Bienestar,Consultorio Médico en Centro de Trabajo,CMCT,Primer Nivel,No Aplica,ISSSTE,Chiapas,Tuxtla Gutiérrez,Chiapas,Avenida,Central Oriente,1228,,Colonia,Centro,29000,"Avenida Central Oriente 1228, Colonia Centro, Tuxtla Gutiérrez, Chiapas, CP. 29000",16.751964916718585,-93.1066070278645,Validada,Anuario Estadístico 2025,
U_ISSSTE_130,CSIST000461,007-208-25,Convenio,En Operación,Consultorio Médico en Centro de Trabajo SECH (SEF),CMCT SECH (SEF),SECH (SEF),Consultorio Médico en Centro de Trabajo,CMCT,Primer Nivel,No Aplica,ISSSTE,Chiapas,Tuxtla Gutiérrez,Chiapas,Avenida,Mayor Julio Sabines,S/N,,Colonia,24 de Junio,29047,"Avenida Mayor Julio Sabines S/N, Colonia 24 de Junio, Tuxtla Gutiérrez, Chiapas, CP. 29047",16.772660873928157,-93.09166196069617,Solicitar Validación,Anuario Estadístico 2025,Inconsistencias en CLUES
U_ISSSTE_131,CSIST000321,007-208-26,Subrogada,En Operación,Consultorio de Atención Familiar Reforma,CAF Reforma,Reforma,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Reforma,Chiapas,Calle,Treinta y Dos,S/N,,Colonia,Zona VI,29500,"Calle Treinta y Dos S/N, Colonia Zona VI, Reforma, Chiapas, CP. 29500",17.85266028638636,-93.15808860196735,Validada,Anuario Estadístico 2025,
U_ISSSTE_132,CSIST000473,007-208-28,Convenio,En Operación,Consultorio de Atención Familiar UH. FOVISSSTE Paraíso,CAF UH. FOVISSSTE Paraíso,UH. FOVISSSTE Paraíso,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Tuxtla Gutiérrez,Chiapas,Andador,Vía Láctea,S/N,,Unidad Habitacional,FOVISSSTE Paraíso II,29039,"Andador Vía Láctea S/N, Unidad Habitacional FOVISSSTE Paraíso II, Tuxtla Gutiérrez, Chiapas, CP. 29039",16.771751034214667,-93.12134530644445,Validada,Anuario Estadístico 2025,Google Maps no disponible en la zona
U_ISSSTE_133,CSIST000420,007-208-30,Convenio,En Operación,Consultorio de Atención Familiar Simojovel,CAF Simojovel,Simojovel,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Simojovel,Chiapas,Avenida,Emiliano Zapata Oriente,S/N,,Barrio,La Represa,29820,"Avenida Emiliano Zapata Oriente S/N, Barrio La Represa, Simojovel, Chiapas, CP. 29820",17.14270472820861,-92.70969559830164,Solicitar Validación,Anuario Estadístico 2025,Google Maps no disponible en la zona. Ubicación de CLUES
U_ISSSTE_134,CSIST000362,007-208-32,Convenio,En Operación,Consultorio de Atención Familiar Berriozábal,CAF Berriozábal,Berriozábal,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Berriozábal,Chiapas,Avenida,Central Poniente,133,,Colonia,San Sebastián,29130,"Avenida Central Poniente 133, Colonia San Sebastián, Berriozábal, Chiapas, CP. 29130",16.79973612041338,-93.2736055788708,Solicitar Validación,Anuario Estadístico 2025,"Las coordenadas envían a una unidad médica, pero no existe forma de confirmar la presencia de una caf"
U_ISSSTE_135,CSIST000490,007-208-33,Convenio,En Operación,Consultorio de Atención Familiar Villa Corzo,CAF Villa Corzo,Villa Corzo,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chiapas,Villa Corzo,Chiapas,Avenida,La Lomita,22,,Barrio,ETA,30520,"Avenida La Lomita 22, Barrio ETA, Villa Corzo, Chiapas, CP. 30520",16.188669065295393,-93.26328289987774,Solicitar Validación,Anuario Estadístico 2025,"Las coordenadas envían a una unidad médica, pero no existe forma de confirmar la presencia de una caf"
U_ISSSTE_136,CSIST000514,007-211-00,Propia,En Operación,Clínica Hospital Palenque,CH Palenque ,Palenque,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Chiapas,Palenque,Chiapas,Carretera,Palenque-Pakal-Ná,S/N,,Colonia,Pakal-Ná,29960,"Carretera Palenque-Pakal-Ná S/N, Colonia Pakal-Ná, Palenque, Chiapas, CP. 29960",17.53741635643189,-91.9921114346949,Validada,Anuario Estadístico 2025,
U_ISSSTE_137,CHIST000030,008-204-00,Propia,En Operación,"Hospital General Presidente Gral. Lázaro Cárdenas, Chihuahua","HG Presidente Gral. Lázaro Cárdenas, Chihuahua","Presidente Gral. Lázaro Cárdenas, Chihuahua",Hospital General,HG,Segundo Nivel,No Aplica,ISSSTE,Chihuahua,Chihuahua,Chihuahua,Avenida,de las Américas,720,,Colonia,Ángel Trias,31160,"Avenida de las Américas 720, Colonia Ángel Trias, Chihuahua, Chihuahua, CP. 31160",28.660171548510075,-106.09631836924571,Validada,Anuario Estadístico 2025,
U_ISSSTE_138,CHIST000310,008-204-01,Subrogada,En Operación,Consultorio de Atención Familiar Dr. Belisario Domínguez,CAF Dr. Belisario Domínguez,Dr. Belisario Domínguez,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Dr. Belisario Domínguez,Chihuahua,Calle,"""Desconocida""",S/N,,Colonia,Belisario Domínguez,33140,"Calle ""Desconocida"" S/N, Colonia Belisario Domínguez, Dr. Belisario Domínguez, Chihuahua, CP. 33140",28.155009997260517,-106.47699949976442,Solicitar Validación,Anuario Estadístico 2025,Google Maps no disponible en la zona. Ubicación de CLUES
U_ISSSTE_139,CHIST000182,008-204-04,Convenio,En Operación,Consultorio de Atención Familiar Villa Aldama,CAF Villa Aldama,Villa Aldama,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Aldama,Chihuahua,Avenida,División del Norte,S/N,,Colonia,El Arbolito,32918,"Avenida División del Norte S/N, Colonia El Arbolito, Aldama, Chihuahua, CP. 32918",28.829357615075857,-105.92252142185094,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas envian a un centro de salud
U_ISSSTE_140,CHIST000153,008-204-08,Propia,En Operación,Unidad de Medicina Familiar Ojinaga,UMF Ojinaga,Ojinaga,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Ojinaga,Chihuahua,Calle,Internacional,300,,Fraccionamiento,Progreso,32882,"Calle Internacional 300, Fraccionamiento Progreso, Ojinaga, Chihuahua, CP. 32882",29.560054556144976,-104.40335496207537,Validada,Anuario Estadístico 2025,
U_ISSSTE_141,CHIST000112,008-205-00,Propia,En Operación,Hospital General Cd. Juárez,HG Cd. Juárez,Cd. Juárez,Hospital General,HG,Segundo Nivel,No Aplica,ISSSTE,Chihuahua,Juárez,Chihuahua,Calle,Reyes Estrada,4,,Colonia,La Plata,32315,"Calle Reyes Estrada 4, Colonia La Plata, Juárez, Chihuahua, CP. 32315",31.742916471180312,-106.44810063615314,Validada,Anuario Estadístico 2025,
U_ISSSTE_142,CHIST000515,008-206-00,Propia,En Operación,Clínica Hospital Cd. Delicias,CH Cd. Delicias,Cd. Delicias,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Chihuahua,Delicias,Chihuahua,Avenida,de las Moras,300,,Colonia,Altavista,33066,"Avenida de las Moras 300, Colonia Altavista, Delicias, Chihuahua, CP. 33066",28.155922482429855,-105.4466952657571,Validada,Anuario Estadístico 2025,
U_ISSSTE_143,CHIST000095,008-207-00,Propia,En Operación,Clínica Hospital Hidalgo del Parral,CH Hidalgo del Parral,Hidalgo del Parral,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Chihuahua,Hidalgo del Parral,Chihuahua,Calle,Francisco Miranda,8,,Colonia,Las Américas,33880,"Calle Francisco Miranda 8, Colonia Las Américas, Hidalgo del Parral, Chihuahua, CP. 33880",26.922213224187786,-105.66598684155704,Validada,Anuario Estadístico 2025,
U_ISSSTE_144,CHIST000223,008-207-01,Subrogada,En Operación,Consultorio de Atención Familiar Balleza,CAF Balleza,Balleza,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Balleza,Chihuahua,Calle,Adolfo Ruíz Cortines,S/N,,Colonia,Raúl Fernández,33560,"Calle Adolfo Ruíz Cortines S/N, Colonia Raúl Fernández, Balleza, Chihuahua, CP. 33560",26.949598636057903,-106.35095060352107,Solicitar Validación,Anuario Estadístico 2025,"Datos insuficientes para localizar la CAF, coordenadas aproximadas"
U_ISSSTE_145,CHIST000334,008-207-03,Convenio,En Operación,Consultorio de Atención Familiar Guadalupe y Calvo,CAF Guadalupe y Calvo,Guadalupe y Calvo,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Guadalupe y Calvo,Chihuahua,Avenida,Presa de las Vírgenes,S/N,,Colonia,Santo Niño,33470,"Avenida Presa de las Vírgenes S/N, Colonia Santo Niño, Guadalupe y Calvo, Chihuahua, CP. 33470",26.08691428011638,-106.96200431458273,Solicitar Validación,Anuario Estadístico 2025,Google Maps no disponible en la zona. Ubicación de CLUES
U_ISSSTE_146,CHIST000066,008-207-04,Propia,En Operación,Unidad de Medicina Familiar Guachochi,UMF Guachochi,Guachochi,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Guachochi,Chihuahua,Calle,Pascual Orozco,S/N,,Colonia,Los Pinos,33184,"Calle Pascual Orozco S/N, Colonia Los Pinos, Guachochi, Chihuahua, CP. 33184",26.81709734270101,-107.07251790841148,Validada,Anuario Estadístico 2025,
U_ISSSTE_147,CHIST000450,008-207-05,Subrogada,En Operación,Consultorio de Atención Familiar San Francisco del Oro,CAF San Francisco del Oro,San Francisco del Oro,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,San Francisco del Oro,Chihuahua,Calle,Zacatecas,S/N,,Colonia,Zacatecas,33500,"Calle Zacatecas S/N, Colonia Zacatecas, San Francisco del Oro, Chihuahua, CP. 33500",26.86995361000805,-105.84820641367878,Solicitar Validación,Anuario Estadístico 2025,"Google Maps indica que se trata del CAF, pero no existen datos suficientes"
U_ISSSTE_148,CHIST000462,008-207-06,Subrogada,En Operación,Consultorio de Atención Familiar Santa Bárbara,CAF Santa Bárbara,Santa Bárbara,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Santa Bárbara,Chihuahua,Calle,Ricardo Flores Magón,73,,Colonia,Centro,33580,"Calle Ricardo Flores Magón 73, Colonia Centro, Santa Bárbara, Chihuahua, CP. 33580",26.803348649241226,-105.81900832602942,Solicitar Validación,Anuario Estadístico 2025,Inconsistencias en las coordenadas del CLUES
U_ISSSTE_149,CHIST000194,008-207-07,Subrogada,En Operación,Consultorio de Atención Familiar Valle de Allende,CAF Valle de Allende,Valle de Allende,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Allende,Chihuahua,Calle,5 de Mayo,S/N,,Colonia,Centro,33920,"Calle 5 de Mayo S/N, Colonia Centro, Allende, Chihuahua, CP. 33920",26.93628290572257,-105.39454257555872,Validada,Anuario Estadístico 2025,
U_ISSSTE_150,CHIST000491,008-207-08,Subrogada,En Operación,Consultorio de Atención Familiar Valle de Zaragoza,CAF Valle de Zaragoza,Valle de Zaragoza,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Valle de Zaragoza,Chihuahua,Calle,Nicolás Bravo,S/N,,Colonia,Centro,33650,"Calle Nicolás Bravo S/N, Colonia Centro, Valle de Zaragoza, Chihuahua, CP. 33650",27.449576128520157,-105.80875645225039,Solicitar Validación,Anuario Estadístico 2025,"Las coordenadas envían a una farmacia, pero no existe forma de confirmar la presencia de una caf"
U_ISSSTE_151,CHIST000136,008-207-09,Propia,En Operación,Unidad de Medicina Familiar Villa Matamoros,UMF Villa Matamoros,Villa Matamoros,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Matamoros,Chihuahua,Calle,Segunda del Porvenir,53,,Localidad,Villa Matamoros,33960,"Calle Segunda del Porvenir 53, Localidad Villa Matamoros, Matamoros, Chihuahua, CP. 33960",26.761712243015438,-105.58700094246834,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas apuntan a un sitio donde no es posible identificar la UMF
U_ISSSTE_152,CHIST000100,008-207-13,Propia,En Operación,Unidad de Medicina Familiar Cd. Jiménez,UMF Cd. Jiménez,Cd. Jiménez,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Jiménez,Chihuahua,Calle,Sor Juana Inés de la Cruz,425,,Colonia,Centro,33983,"Calle Sor Juana Inés de la Cruz 425, Colonia Centro, Jiménez, Chihuahua, CP. 33983",27.134841215536596,-104.91259032113592,Validada,Anuario Estadístico 2025,
U_ISSSTE_153,CHIST000025,008-210-00,Propia,En Operación,Clínica Hospital Cd. Cuauhtémoc,CH Cd. Cuauhtémoc,Cd. Cuauhtémoc,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Chihuahua,Cuauhtémoc,Chihuahua,Calle,Nogales,4050,,Colonia,Burocratas,31560,"Calle Nogales 4050, Colonia Burocratas, Cuauhtémoc, Chihuahua, CP. 31560",28.415657016295015,-106.84148762666473,Validada,Anuario Estadístico 2025,
U_ISSSTE_154,CHIST000474,008-210-01,Subrogada,En Operación,Consultorio de Atención Familiar Bahuichivo,CAF Bahuichivo,Bahuichivo,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Urique,Chihuahua,Calle,"""Desconocida""",S/N,,Localidad,Bahuichivo,33431,"Calle ""Desconocida"" S/N, Localidad Bahuichivo, Urique, Chihuahua, CP. 33431",27.410787176671803,-108.0685546147036,Solicitar Validación,Anuario Estadístico 2025,Google Maps no disponible en la Zona. Las coordenadas originales mandan a un Banco Bienestar. Se hizo uso de la farmacia más cercana a falta de datos precisos (direccion y coordenadas)
U_ISSSTE_155,CHIST000404,008-210-03,Subrogada,En Operación,Consultorio de Atención Familiar El Terrero,CAF El Terrero,El Terrero,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Namiquipa,Chihuahua,Avenida,Morelos,107,,Localidad,El Terrero,31960,"Avenida Morelos 107, Localidad El Terrero, Namiquipa, Chihuahua, CP. 31960",29.183073675837342,-107.3892700855395,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas envían a una clínica
U_ISSSTE_156,CHIST000305,008-210-04,Subrogada,En Operación,Consultorio de Atención Familiar Chínipas,CAF Chínipas,Chínipas,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Chínipas,Chihuahua,Calle,Morelos,181,,Colonia,Centro,33360,"Calle Morelos 181, Colonia Centro, Chínipas, Chihuahua, CP. 33360",27.396562588474108,-108.53897276523183,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas son inconsistentes. Google Maps no disponible en la zona. Se hace uso de las coordenadas del Centro de Salud de la localidad
U_ISSSTE_157,CHIST000240,008-210-06,Rentada,En Operación,Consultorio de Atención Familiar San Juanito,CAF San Juanito,San Juanito,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Bocoyna,Chihuahua,Calle,Francisco I. Madero,S/N,,Colonia,Centro,32210,"Calle Francisco I. Madero S/N, Colonia Centro, Bocoyna, Chihuahua, CP. 32210",27.968928263247236,-107.60200451769165,Solicitar Validación,Anuario Estadístico 2025,Inconsistencias en las coordenadas del CLUES. No existe forma de confirmar la presencia de un CAF
U_ISSSTE_158,CHIST000392,008-210-09,Subrogada,En Operación,Consultorio de Atención Familiar Matachí,CAF Matachí,Matachí,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Matachí,Chihuahua,Calle,Séptima,505,,Colonia,Centro,31990,"Calle Séptima 505, Colonia Centro, Matachí, Chihuahua, CP. 31990",28.845878333518154,-107.75906939472416,Solicitar Validación,Anuario Estadístico 2025,Google Maps no disponible en la zona. Coordenadas según clues
U_ISSSTE_159,CHIST000071,008-210-10,Propia,En Operación,Unidad de Medicina Familiar Adolfo López Mateos (La Junta),UMF Adolfo López Mateos (La Junta),Adolfo López Mateos (La Junta),Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Chihuahua,Guerrero,Chihuahua,Calle,Felipe Ángeles,S/N,,Colonia,Benito Juárez,31690,"Calle Felipe Ángeles S/N, Colonia Benito Juárez, Guerrero, Chihuahua, CP. 31690",28.471558836025196,-107.32748443660188,Validada,Anuario Estadístico 2025,
