id_unidad,clues,clave_presupuestal,situacion_juridica_inmueble,estatus_operativo,nombre_oficial,nombre_corto,nombre_unidad,tipo_unidad,sigla_tipo,nivel_atencion,atiende_nivel_adicional,institucion,entidad,municipio,subdelegacion,tipo_vialidad,nombre_vialidad,numero_exterior,numero_interior,tipo_asentamiento,nombre_asentamiento,codigo_postal,direccion_completa,latitud,longitud,coordenadas_validadas,fuente_coordenada,Observaciones
U_ISSSTE_815,SRIST000425,026-212-11,Subrogada,En Operación,Consultorio de Atención Familiar Huépac,CAF Huépac,Huépac,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Sonora,Huépac,Sonora,Calle,Hidalgo,S/N,,Colonia,Centro,84865,"Calle Hidalgo S/N, Colonia Centro, Huépac, Sonora, CP. 84865",29.91363346002282,-110.21368450408345,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas envían a una farmacia. Ubicación según el número telefónico
U_ISSSTE_816,SRIST000174,026-215-00,Propia,En Operación,Clínica Hospital Nogales,CH Nogales,Nogales,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Sonora,Nogales,Sonora,Boulevard,del Ensueño,24,,Colonia,Lomas de Fátima,84020,"Boulevard del Ensueño 24, Colonia Lomas de Fátima, Nogales, Sonora, CP. 84020",31.323995393637134,-110.95292423120237,Validada,Anuario Estadístico 2025,
U_ISSSTE_817,SRIST000034,026-215-01,Propia,En Operación,Unidad de Medicina Familiar Caborca,UMF Caborca,Caborca,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Sonora,Caborca,Sonora,Calle,Bizani,137,,Colonia,Agronómica,83600,"Calle Bizani 137, Colonia Agronómica, Caborca, Sonora, CP. 83600",30.706271061676667,-112.15757576475934,Validada,Anuario Estadístico 2025,
U_ISSSTE_818,SRIST000244,026-215-02,Subrogada,En Operación,Consultorio de Atención Familiar Cd. Magdalena de Kino,CAF Cd. Magdalena de Kino,Cd. Magdalena de Kino,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Sonora,Magdalena,Sonora,Calle,Cananea,211,,Colonia,Fátima,84160,"Calle Cananea 211, Colonia Fátima, Magdalena, Sonora, CP. 84160",30.63101292401435,-110.95881887109402,Solicitar Validación,Anuario Estadístico 2025,Google Maps no actualizado en la zona. Coordenadas dirigen a un consultorio
U_ISSSTE_819,SRIST000215,026-215-03,Propia,En Operación,Unidad de Medicina Familiar Santa Ana,UMF Santa Ana,Santa Ana,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Sonora,Santa Ana,Sonora,Calle,Heroico Colegio Militar,S/N,,Colonia,del Río,84600,"Calle Heroico Colegio Militar S/N, Colonia del Río, Santa Ana, Sonora, CP. 84600",30.54377700603782,-111.12654210238932,Validada,Anuario Estadístico 2025,
U_ISSSTE_820,SRIST000355,026-215-04,Convenio,En Operación,Consultorio de Atención Familiar Imuris,CAF Imuris,Imuris,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Sonora,Imuris,Sonora,Calle,Luis Donaldo Colosio Murrieta,119,,Colonia,Centro,84120,"Calle Luis Donaldo Colosio Murrieta 119, Colonia Centro, Imuris, Sonora, CP. 84120",30.779228098809956,-110.85603784865222,Solicitar Validación,Anuario Estadístico 2025,Google Maps no actualizado en la zona. Coordenadas aproximadas
U_ISSSTE_821,SRIST000010,026-215-06,Propia,En Operación,Unidad de Medicina Familiar Agua Prieta,UMF Agua Prieta,Agua Prieta,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Sonora,Agua Prieta,Sonora,Avenida,Catorce,S/N,,Colonia,INFONAVIT,84269,"Avenida Catorce S/N, Colonia INFONAVIT, Agua Prieta, Sonora, CP. 84269",31.321347708175455,-109.54917736943003,Validada,Anuario Estadístico 2025,
U_ISSSTE_822,SRIST000063,026-215-09,Propia,En Operación,Unidad de Medicina Familiar Cananea,UMF Cananea,Cananea,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Sonora,Cananea,Sonora,Calle,La República,S/N,,Colonia,Minera II Sección Este,84623,"Calle La República S/N, Colonia Minera II Sección Este, Cananea, Sonora, CP. 84623",30.990024094096967,-110.2819895591542,Validada,Anuario Estadístico 2025,
U_ISSSTE_823,TCIST000273,027-204-00,App,En Operación,Hospital General Villahermosa,HG Villahermosa,Villahermosa,Hospital General,HG,Segundo Nivel,No Aplica,ISSSTE,Tabasco,Centro,Tabasco,Carretera,Villahermosa-Mascupana Km. 15 Dos Montes,S/N,,Ranchería,Coronel Traconis 1ra Sección,86265,"Carretera Villahermosa-Mascupana Km. 15 Dos Montes S/N, Ranchería Coronel Traconis 1ra Sección, Centro, Tabasco, CP. 86265",17.959942908611158,-92.80613405533092,Validada,Anuario Estadístico 2025,
U_ISSSTE_824,TCIST000034,027-205-00,Propia,En Operación,Clínica de Medicina Familiar Cárdenas,CMF Cárdenas,Cárdenas,Clínica de Medicina Familiar,CMF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Cárdenas,Tabasco,Avenida,Las Palmas,S/N,,Colonia,FOVISSSTE,86599,"Avenida Las Palmas S/N, Colonia FOVISSSTE, Cárdenas, Tabasco, CP. 86599",17.98185233816219,-93.36835534296871,Validada,Anuario Estadístico 2025,
U_ISSSTE_825,TCIST000186,027-206-00,Propia,En Operación,"Clínica de Medicina Familiar Casablanca, Villahermosa","CMF Casablanca, Villahermosa","Casablanca, Villahermosa",Clínica de Medicina Familiar,CMF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Centro,Tabasco,Calle,Río Usumacinta,205,,Colonia,Casa Blanca 1ra Sección,86060,"Calle Río Usumacinta 205, Colonia Casa Blanca 1ra Sección, Centro, Tabasco, CP. 86060",18.001023634641342,-92.91500423453755,Validada,Anuario Estadístico 2025,
U_ISSSTE_826,TCIST000010,027-206-01,Propia,En Operación,Unidad de Medicina Familiar Balancán de Domínguez,UMF Balancán de Domínguez,Balancán de Domínguez,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Balancán,Tabasco,Boulevard,Carlos A. Madrazo,S/N,,Colonia,El Carmen,86930,"Boulevard Carlos A. Madrazo S/N, Colonia El Carmen, Balancán, Tabasco, CP. 86930",17.811421802720712,-91.53325253122603,Validada,Anuario Estadístico 2025,
U_ISSSTE_827,TCIST000075,027-206-02,Propia,En Operación,Unidad de Medicina Familiar Comalcalco,UMF Comalcalco,Comalcalco,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Comalcalco,Tabasco,Calle,Gilberto Garcías,S/N,,Colonia,San Silverio,86320,"Calle Gilberto Garcías S/N, Colonia San Silverio, Comalcalco, Tabasco, CP. 86320",18.27901394561164,-93.22531235748387,Validada,Anuario Estadístico 2025,
U_ISSSTE_828,TCIST000080,027-206-03,Propia,En Operación,Unidad de Medicina Familiar Cunduacán,UMF Cunduacán,Cunduacán,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Cunduacán,Tabasco,Calle,Huimanguillo,S/N,,Fraccionamiento,Cunduacán 2000,86690,"Calle Huimanguillo S/N, Fraccionamiento Cunduacán 2000, Cunduacán, Tabasco, CP. 86690",18.0657373385612,-93.16519518722072,Validada,Anuario Estadístico 2025,
U_ISSSTE_829,TCIST000092,027-206-04,Propia,En Operación,Unidad de Medicina Familiar Emiliano Zapata,UMF Emiliano Zapata,Emiliano Zapata,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Emiliano Zapata,Tabasco,Calle,Francisco J. Mujica,S/N,,Colonia,Tierra y Libertad,86992,"Calle Francisco J. Mujica S/N, Colonia Tierra y Libertad, Emiliano Zapata, Tabasco, CP. 86992",17.739889957419805,-91.77869432727164,Validada,Anuario Estadístico 2025,
U_ISSSTE_830,TCIST000051,027-206-05,Propia,En Operación,Unidad de Medicina Familiar Frontera Centla,UMF Frontera Centla,Frontera Centla,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Centla,Tabasco,Calle,Álvaro Obregón,159,,Colonia,Jacobo Nazar,86750,"Calle Álvaro Obregón 159, Colonia Jacobo Nazar, Centla, Tabasco, CP. 86750",18.53419388995586,-92.64419647218683,Validada,Anuario Estadístico 2025,
U_ISSSTE_831,TCIST000104,027-206-06,Propia,En Operación,Unidad de Medicina Familiar Huimanguillo,UMF Huimanguillo,Huimanguillo,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Huimanguillo,Tabasco,Calle,La Juventud,S/N,,Colonia,La Juventud,86400,"Calle La Juventud S/N, Colonia La Juventud, Huimanguillo, Tabasco, CP. 86400",17.814389289883618,-93.39819609799154,Validada,Anuario Estadístico 2025,
U_ISSSTE_832,TCIST000116,027-206-07,Propia,En Operación,Unidad de Medicina Familiar Jalpa de Méndez,UMF Jalpa de Méndez,Jalpa de Méndez,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Jalpa de Méndez,Tabasco,Calle,Francisco Indalecio Madero,29,,Barrio,de la Guadalupe,86200,"Calle Francisco Indalecio Madero 29, Barrio de la Guadalupe, Jalpa de Méndez, Tabasco, CP. 86200",18.178499958689326,-93.05880532833199,Validada,Anuario Estadístico 2025,
U_ISSSTE_833,TCIST000121,027-206-08,Propia,En Operación,Unidad de Medicina Familiar Macuspana,UMF Macuspana,Macuspana,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Macuspana,Tabasco,Calle,Ulises González Blengio,S/N,,Colonia,Centro,86700,"Calle Ulises González Blengio S/N, Colonia Centro, Macuspana, Tabasco, CP. 86700",17.757041215654134,-92.59078501274959,Validada,Anuario Estadístico 2025,
U_ISSSTE_834,TCIST000145,027-206-09,Propia,En Operación,Unidad de Medicina Familiar Paraíso,UMF Paraíso,Paraíso,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Paraíso,Tabasco,Calle,Miguel Lerdo de Tejada,S/N,,Colonia,Centro,86605,"Calle Miguel Lerdo de Tejada S/N, Colonia Centro, Paraíso, Tabasco, CP. 86605",18.402256883647443,-93.20910165169064,Validada,Anuario Estadístico 2025,
U_ISSSTE_835,TCIST000162,027-206-10,Propia,En Operación,Unidad de Medicina Familiar Teapa,UMF Teapa,Teapa,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Teapa,Tabasco,Calle,Río Teapa,209,,Colonia,La Sierra,86801,"Calle Río Teapa 209, Colonia La Sierra, Teapa, Tabasco, CP. 86801",17.558000028798173,-92.94599975972648,Validada,Anuario Estadístico 2025,
U_ISSSTE_836,TCIST000174,027-206-11,En Proceso de Regularización,En Operación,Unidad de Medicina Familiar Tenosique de Pino Suárez,UMF Tenosique de Pino Suárez,Tenosique de Pino Suárez,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Tenosique,Tabasco,Calle,Cincuenta,S/N,,Colonia,Magisterial,86902,"Calle Cincuenta S/N, Colonia Magisterial, Tenosique, Tabasco, CP. 86902",17.472925053651743,-91.41951366940816,Validada,Anuario Estadístico 2025,
U_ISSSTE_837,TCIST000046,027-206-12,Propia,En Operación,Unidad de Medicina Familiar Villa Benito Juárez (Cárdenas),UMF Villa Benito Juárez (Cárdenas),Villa Benito Juárez (Cárdenas),Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Cárdenas,Tabasco,Avenida,Paraíso,S/N,,Localidad,Benito Juárez,86461,"Avenida Paraíso S/N, Localidad Benito Juárez, Cárdenas, Tabasco, CP. 86461",18.178122925879155,-93.9137933513559,Validada,Anuario Estadístico 2025,
U_ISSSTE_838,TCIST000133,027-206-13,Rentada,En Operación,Consultorio de Atención Familiar Nacajuca,CAF Nacajuca,Nacajuca,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Nacajuca,Tabasco,Calle,Nicolás Bravo,170,,Colonia,Centro,86220,"Calle Nicolás Bravo 170, Colonia Centro, Nacajuca, Tabasco, CP. 86220",18.168699363756232,-93.02424044449624,Validada,Anuario Estadístico 2025,
U_ISSSTE_839,TCIST000150,027-206-15,Propia,En Operación,Unidad de Medicina Familiar Tacotalpa,UMF Tacotalpa,Tacotalpa,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Tacotalpa,Tabasco,Calle,Sebastián Lerdo,12,,Colonia,Centro,86870,"Calle Sebastián Lerdo 12, Colonia Centro, Tacotalpa, Tabasco, CP. 86870",17.592305782520725,-92.82730630978588,Validada,Anuario Estadístico 2025,
U_ISSSTE_840,TCIST000244,027-206-17,Subrogada,En Operación,Consultorio de Atención Familiar Jalapa,CAF Jalapa,Jalapa,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Jalapa,Tabasco,Calle,Prof. Rogelio Torpey A.,112,,Localidad,Jalapa,86850,"Calle Prof. Rogelio Torpey A. 112, Localidad Jalapa, Jalapa, Tabasco, CP. 86850",17.719986732679665,-92.81356957094516,Validada,Anuario Estadístico 2025,
U_ISSSTE_841,TCIST000022,027-206-18,Propia,En Operación,Unidad de Medicina Familiar El Triunfo,UMF El Triunfo,El Triunfo,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Balancán,Tabasco,Boulevard,Francisco J. Santa María,S/N,,Localidad,Villa El Triunfo,86950,"Boulevard Francisco J. Santa María S/N, Localidad Villa El Triunfo, Balancán, Tabasco, CP. 86950",17.926995105657,-91.17083979787309,Validada,Anuario Estadístico 2025,
U_ISSSTE_842,TCIST000256,027-206-19,Subrogada,En Operación,Consultorio de Atención Familiar Jonuta,CAF Jonuta,Jonuta,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Jonuta,Tabasco,Calle,Aquiles Serdán,S/N,,Colonia,Centro,86780,"Calle Aquiles Serdán S/N, Colonia Centro, Jonuta, Tabasco, CP. 86780",18.091378471302846,-92.1375926275185,Solicitar Validación,Anuario Estadístico 2025,Inconsistencias en Clues y Google Maps
U_ISSSTE_843,TCIST000261,027-206-20,Subrogada,En Operación,Consultorio de Atención Familiar Villa Benito Juárez (Macuspana),CAF Villa Benito Juárez (Macuspana),Villa Benito Juárez (Macuspana),Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Macuspana,Tabasco,Calle,Vicente Guerrero,S/N,,Colonia,Pueblo Nuevo,86726,"Calle Vicente Guerrero S/N, Colonia Pueblo Nuevo, Macuspana, Tabasco, CP. 86726",17.83428943715331,-92.52695825294502,Validada,Anuario Estadístico 2025,
U_ISSSTE_844,TCIST000215,027-206-22,Subrogada,En Operación,Consultorio de Atención Familiar Tamulté de Las Sábanas,CAF Tamulté de Las Sábanas,Tamulté de Las Sábanas,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Tabasco,Centro,Tabasco,Calle,Juan Aldama,S/N,,Colonia,José G. Asmitia,86253,"Calle Juan Aldama S/N, Colonia José G. Asmitia, Centro, Tabasco, CP. 86253",18.160290229582838,-92.78257984837819,Validada,Anuario Estadístico 2025,
U_ISSSTE_845,TSIST000153,028-204-00,Propia,En Operación,Clínica Hospital Cd. Victoria,CH Cd. Victoria,Cd. Victoria,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Tamaulipas,Victoria,Tamaulipas,Calle,Mier y Terán,S/N,,Unidad Habitacional,FOVISSSTE,87020,"Calle Mier y Terán S/N, Unidad Habitacional FOVISSSTE, Victoria, Tamaulipas, CP. 87020",23.754566550947818,-99.15159889524631,Validada,Anuario Estadístico 2025,
U_ISSSTE_846,TSIST000013,028-204-01,Propia,En Operación,Unidad de Medicina Familiar Abasolo,UMF Abasolo,Abasolo,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,Abasolo,Tamaulipas,Calle,Pedro José Méndez,S/N,,Colonia,Américo Villarreal,87760,"Calle Pedro José Méndez S/N, Colonia Américo Villarreal, Abasolo, Tamaulipas, CP. 87760",24.05647542580898,-98.37949937325308,Validada,Anuario Estadístico 2025,
U_ISSSTE_847,TSIST000310,028-204-02,Subrogada,En Operación,Consultorio de Atención Familiar El Barretal,CAF El Barretal,El Barretal,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,Padilla,Tamaulipas,Carretera,Federal 85 (Hidalgo-Ciudad Victoria),S/N,,Ejido,Francisco I. Madero,87799,"Carretera Federal 85 (Hidalgo-Ciudad Victoria) S/N, Ejido Francisco I. Madero, Padilla, Tamaulipas, CP. 87799",24.084310354212434,-99.12300009728975,Solicitar Validación,Anuario Estadístico 2025,"Coordenadas inconsistentes, no fue posible localizar el CAF. Coordenadas dirigen a Zona Escolar"
U_ISSSTE_848,TSIST000252,028-204-03,Propia,En Operación,Unidad de Medicina Familiar Jaumave,UMF Jaumave,Jaumave,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,Jaumave,Tamaulipas,Boulevard,Jaumave,S/N,,Colonia,Centro,87930,"Boulevard Jaumave S/N, Colonia Centro, Jaumave, Tamaulipas, CP. 87930",23.406968524001957,-99.38715191473061,Validada,Anuario Estadístico 2025,
U_ISSSTE_849,TSIST000264,028-204-04,Subrogada,En Operación,Consultorio de Atención Familiar Santander Jiménez,CAF Santander Jiménez,Santander Jiménez,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,Jiménez,Tamaulipas,Calle,Aldama,S/N,,Colonia,Centro,87700,"Calle Aldama S/N, Colonia Centro, Jiménez, Tamaulipas, CP. 87700",24.217015490589223,-98.48819483308947,Solicitar Validación,Anuario Estadístico 2025,"Google Maps no disponible en la zona, se hace uso de coordenadas aproximadas"
U_ISSSTE_850,TSIST000240,028-204-05,Subrogada,En Operación,Consultorio de Atención Familiar Hidalgo,CAF Hidalgo,Hidalgo,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,Hidalgo,Tamaulipas,Calle,Melchor Ocampo,401,,Localidad,Hidalgo,87800,"Calle Melchor Ocampo 401, Localidad Hidalgo, Hidalgo, Tamaulipas, CP. 87800",24.24768895097057,-99.43967455656438,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas envían a un DIF
U_ISSSTE_851,TSIST000042,028-204-06,Propia,En Operación,Unidad de Medicina Familiar Llera de Canales,UMF Llera de Canales,Llera de Canales,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,Llera,Tamaulipas,Calle,José María Morelos,17,,Colonia,Centro,87200,"Calle José María Morelos 17, Colonia Centro, Llera, Tamaulipas, CP. 87200",23.31929801604222,-99.02211229843199,Validada,Anuario Estadístico 2025,
U_ISSSTE_852,TSIST000305,028-204-08,Subrogada,En Operación,Consultorio de Atención Familiar Padilla,CAF Padilla,Padilla,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,Padilla,Tamaulipas,Calle,Ignacio Zaragoza,S/N,,Colonia,Centro,87780,"Calle Ignacio Zaragoza S/N, Colonia Centro, Padilla, Tamaulipas, CP. 87780",24.049827497402884,-98.90140776996729,Validada,Anuario Estadístico 2025,
U_ISSSTE_853,TSIST000322,028-204-09,En Proceso de Regularización,En Operación,Consultorio de Atención Familiar Tula,CAF Tula,Tula,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,Tula,Tamaulipas,Calle,Ignacio López Rayón,50,,Ciudad,Tula,87900,"Calle Ignacio López Rayón 50, Ciudad Tula, Tula, Tamaulipas, CP. 87900",23.005511950373556,-99.70280581862329,Validada,Anuario Estadístico 2025,
U_ISSSTE_854,TSIST000334,028-204-10,Subrogada,En Operación,Consultorio de Atención Familiar Villagrán,CAF Villagrán,Villagrán,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,Villagrán,Tamaulipas,Calle,Álvaro Obregón,S/N,,Colonia,Centro,87880,"Calle Álvaro Obregón S/N, Colonia Centro, Villagrán, Tamaulipas, CP. 87880",24.474536813875307,-99.49039070652051,Solicitar Validación,Anuario Estadístico 2025,"Clues inconsistente, se usan coordenadas de IMSS Bienestar"
U_ISSSTE_855,TSIST000124,028-204-12,Subrogada,En Operación,Consultorio de Atención Familiar Soto La Marina,CAF Soto La Marina,Soto La Marina,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,Soto la Marina,Tamaulipas,Calle,Díaz Mirón,S/N,,Colonia,Centro,87670,"Calle Díaz Mirón S/N, Colonia Centro, Soto la Marina, Tamaulipas, CP. 87670",23.767080585563797,-98.20815431092286,Validada,Anuario Estadístico 2025,
U_ISSSTE_856,TSIST000100,028-206-00,Propia,En Operación,"Clínica Hospital Dr. Baudelio Villanueva, Reynosa","CH Dr. Baudelio Villanueva, Reynosa","Dr. Baudelio Villanueva, Reynosa",Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Tamaulipas,Reynosa,Tamaulipas,Calle,Nicolás Bravo,S/N,,Colonia,Ferrocarril Zona Centro,88570,"Calle Nicolás Bravo S/N, Colonia Ferrocarril Zona Centro, Reynosa, Tamaulipas, CP. 88570",26.088567844859504,-98.28508756937828,Validada,Anuario Estadístico 2025,
U_ISSSTE_857,TSIST000025,028-206-01,Propia,En Operación,Unidad de Medicina Familiar Cd. Camargo,UMF Cd. Camargo,Cd. Camargo,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,Camargo,Tamaulipas,Calle,Niños Héroes,S/N,,Colonia,Centro,88444,"Calle Niños Héroes S/N, Colonia Centro, Camargo, Tamaulipas, CP. 88444",26.32234510220499,-98.83954418805537,Validada,Anuario Estadístico 2025,
U_ISSSTE_858,TSIST000235,028-206-02,Rentada,En Operación,Consultorio de Atención Familiar Cd. Gustavo Díaz Ordaz,CAF Cd. Gustavo Díaz Ordaz,Cd. Gustavo Díaz Ordaz,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,Gustavo Díaz Ordaz,Tamaulipas,Calle,Francisco I. Madero,123,,Colonia,Centro,88400,"Calle Francisco I. Madero 123, Colonia Centro, Gustavo Díaz Ordaz, Tamaulipas, CP. 88400",26.230569023809924,-98.59518488152645,Solicitar Validación,Anuario Estadístico 2025,"Posible cambio debido a la construcción de una UMF en la zona (26.240590608108686, -98.59785311639553)"
U_ISSSTE_859,TSIST000083,028-206-04,Propia,En Operación,Unidad de Medicina Familiar Cd. Miguel Alemán,UMF Cd. Miguel Alemán,Cd. Miguel Alemán,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,Miguel Alemán,Tamaulipas,Calle,Puerto Mazatlán,201,,Colonia,Jardínes de San Germán,88307,"Calle Puerto Mazatlán 201, Colonia Jardínes de San Germán, Miguel Alemán, Tamaulipas, CP. 88307",26.39935745777834,-99.03350127791185,Validada,Anuario Estadístico 2025,
U_ISSSTE_860,TSIST000281,028-206-05,Rentada,En Operación,Consultorio de Atención Familiar Cd. Mier,CAF Cd. Mier,Cd. Mier,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,Mier,Tamaulipas,Calle,Guerrero,104,,Colonia,Centro,88390,"Calle Guerrero 104, Colonia Centro, Mier, Tamaulipas, CP. 88390",26.430281966961243,-99.1502408672989,Validada,Anuario Estadístico 2025,
U_ISSSTE_861,TSIST000071,028-207-00,Propia,En Operación,"Clínica Hospital Dr. Manuel F. Rodriguez, Matamoros","CH Dr. Manuel F. Rodriguez, Matamoros","Dr. Manuel F. Rodriguez, Matamoros",Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Tamaulipas,Matamoros,Tamaulipas,Avenida,Canales,103,,Colonia,Lázaro Cárdenas,87360,"Avenida Canales 103, Colonia Lázaro Cárdenas, Matamoros, Tamaulipas, CP. 87360",25.868472654166876,-97.49292854981051,Validada,Anuario Estadístico 2025,
U_ISSSTE_862,TSIST000276,028-207-01,Rentada,En Operación,Consultorio de Atención Familiar Control,CAF Control,Control,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,Matamoros,Tamaulipas,Calle,Juárez,S/N,,Localidad,El Control,87552,"Calle Juárez S/N, Localidad El Control, Matamoros, Tamaulipas, CP. 87552",25.961703313656383,-97.81411166196212,Solicitar Validación,Anuario Estadístico 2025,"Google Maps no disponible en la zona, se hace uso de coordenadas aproximadas"
U_ISSSTE_863,TSIST000141,028-207-02,Propia,En Operación,Unidad de Medicina Familiar Valle Hermoso,UMF Valle Hermoso,Valle Hermoso,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,Valle Hermoso,Tamaulipas,Calle,Quinta,S/N,,Colonia,Centro,87500,"Calle Quinta S/N, Colonia Centro, Valle Hermoso, Tamaulipas, CP. 87500",25.668216703957384,-97.8089472846668,Validada,Anuario Estadístico 2025,
U_ISSSTE_864,TSIST000112,028-207-03,Propia,En Operación,Unidad de Medicina Familiar San Fernando,UMF San Fernando,San Fernando,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,San Fernando,Tamaulipas,Calle,Margarita Maza de Juárez,S/N,,Colonia,Bellavista Norte,87602,"Calle Margarita Maza de Juárez S/N, Colonia Bellavista Norte, San Fernando, Tamaulipas, CP. 87602",24.84711283386906,-98.14504374887704,Validada,Anuario Estadístico 2025,
U_ISSSTE_865,TSIST000095,028-208-00,Propia,En Operación,"Clínica Hospital Agosto 12, Nuevo Laredo","CH Agosto 12, Nuevo Laredo","Agosto 12, Nuevo Laredo",Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Tamaulipas,Nuevo Laredo,Tamaulipas,Calle,Reynosa,1802,,Colonia,Ferrocarril,88040,"Calle Reynosa 1802, Colonia Ferrocarril, Nuevo Laredo, Tamaulipas, CP. 88040",27.48426897892051,-99.50520020163412,Validada,Anuario Estadístico 2025,
U_ISSSTE_866,TSIST000223,028-208-01,Subrogada,En Operación,Consultorio de Atención Familiar Nueva Cd. Guerrero,CAF Nueva Cd. Guerrero,Nueva Cd. Guerrero,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Tamaulipas,Guerrero,Tamaulipas,Avenida,Miguel Hidalgo y Costilla,1000,,Colonia,Centro,88370,"Avenida Miguel Hidalgo y Costilla 1000, Colonia Centro, Guerrero, Tamaulipas, CP. 88370",26.564859150320043,-99.22619206864945,Validada,Anuario Estadístico 2025,
U_ISSSTE_867,TSIST000170,028-209-00,Propia,En Operación,Clínica Hospital Río Bravo,CH Río Bravo,Río Bravo,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Tamaulipas,Río Bravo,Tamaulipas,Avenida,Las Américas,S/N,,Colonia,FOVISSSTE,88970,"Avenida Las Américas S/N, Colonia FOVISSSTE, Río Bravo, Tamaulipas, CP. 88970",25.97863658169596,-98.0819450921492,Validada,Anuario Estadístico 2025,
